Incident Date,State,City Or County,Address,Participant Gender,Participant Age Group
15-Jun-23,New Mexico,Santa Fe,1027 Camino Carlos Rey,male,Adult 18+
10-Jun-23,New Mexico,Hobbs,2405 N Jefferson St,male,Adult 18+
10-Jun-23,New Mexico,Hobbs,2405 N Jefferson St,male,Adult 18+
9-Jun-23,New Mexico,Albuquerque,Indian School Rd NE and Pennsylvania St NE,male,Adult 18+
9-Jun-23,New Mexico,Albuquerque,Indian School Rd NE and Pennsylvania St NE,male,Adult 18+
6-Jun-23,New Mexico,Carlsbad,500 block of E Church St,female,Adult 18+
6-Jun-23,New Mexico,Carlsbad,500 block of E Church St,male,Adult 18+
4-Jun-23,New Mexico,Albuquerque,4400 block of Hilton Ave NE,male,Adult 18+
4-Jun-23,New Mexico,Albuquerque,4400 block of Hilton Ave NE,male,Adult 18+
4-Jun-23,New Mexico,Albuquerque,4400 block of Hilton Ave NE,male,Adult 18+
4-Jun-23,New Mexico,Albuquerque,4400 block of Hilton Ave NE,female,Teen 12-17
4-Jun-23,New Mexico,Albuquerque,4th St NW and San Clemente Ave NW,male,Adult 18+
4-Jun-23,New Mexico,Albuquerque,4th St NW and San Clemente Ave NW,female,Adult 18+
1-Jun-23,New Mexico,Albuquerque,Hanover Rd and 80th St,male,Adult 18+
1-Jun-23,New Mexico,Albuquerque,Hanover Rd and 80th St,male,Adult 18+
1-Jun-23,New Mexico,Albuquerque,Hanover Rd and 80th St,male,Adult 18+
29-May-23,New Mexico,Santa Fe,Casa Rufina Rd,male,Adult 18+
29-May-23,New Mexico,Albuquerque,Copper Ave NW and 7th St NW,male,Adult 18+
28-May-23,New Mexico,Albuquerque,920 Louisiana Blvd SE,male,Adult 18+
28-May-23,New Mexico,Albuquerque,920 Louisiana Blvd SE,male,Adult 18+
28-May-23,New Mexico,Albuquerque,920 Louisiana Blvd SE,female,Adult 18+
28-May-23,New Mexico,Silver City,2601 N Swan St,male,Adult 18+
28-May-23,New Mexico,Silver City,2601 N Swan St,male,Adult 18+
28-May-23,New Mexico,Chimayo,El Potrero Rd and Canada Ancha,male,Adult 18+
28-May-23,New Mexico,Hobbs,Grimes St and Broadway St,male,Adult 18+
28-May-23,New Mexico,Hobbs,Grimes St and Broadway St,male,Adult 18+
28-May-23,New Mexico,Hobbs,Grimes St and Broadway St,male,Teen 12-17
27-May-23,New Mexico,Red River,400 E Main St,male,Adult 18+
27-May-23,New Mexico,Red River,400 E Main St,male,Adult 18+
27-May-23,New Mexico,Red River,400 E Main St,male,Adult 18+
27-May-23,New Mexico,Red River,400 E Main St,male,Adult 18+
27-May-23,New Mexico,Red River,400 E Main St,male,Adult 18+
27-May-23,New Mexico,Red River,400 E Main St,male,Adult 18+
25-May-23,New Mexico,Albuquerque,1220 Propps St NE,male,Adult 18+
25-May-23,New Mexico,Albuquerque,1220 Propps St NE,male,Adult 18+
25-May-23,New Mexico,Albuquerque,1220 Propps St NE,male,Adult 18+
24-May-23,New Mexico,Albuquerque,Mountain Rd and Rio Grande Blvd,male,Adult 18+
21-May-23,New Mexico,Albuquerque,Central Ave NW and 3rd Street NW,female,Adult 18+
21-May-23,New Mexico,Albuquerque,Central Ave NW and 3rd Street NW,female,Adult 18+
21-May-23,New Mexico,Albuquerque,611 San Mateo Blvd SE,male,Adult 18+
21-May-23,New Mexico,Albuquerque,611 San Mateo Blvd SE,male,Adult 18+
19-May-23,New Mexico,Albuquerque,2525 Tingley Dr SW,male,Adult 18+
18-May-23,New Mexico,Hobbs,3800 N Lovington Hwy,female,Teen 12-17
18-May-23,New Mexico,Hobbs,3800 N Lovington Hwy,male,Adult 18+
18-May-23,New Mexico,Hobbs,3800 N Lovington Hwy,male,Teen 12-17
18-May-23,New Mexico,Hobbs,3800 N Lovington Hwy,male,Adult 18+
18-May-23,New Mexico,Albuquerque,801 Locust Pl NE,male,Adult 18+
18-May-23,New Mexico,Albuquerque,801 Locust Pl NE,male,Adult 18+
16-May-23,New Mexico,Albuquerque,Silver Ave and Adams St,male,Adult 18+
16-May-23,New Mexico,Albuquerque,Silver Ave and Adams St,male,Teen 12-17
15-May-23,New Mexico,Las Vegas (Romeroville),I-25 and Frontage Rd 2137,male,Adult 18+
15-May-23,New Mexico,Las Vegas (Romeroville),I-25 and Frontage Rd 2137,female,Adult 18+
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,male,Adult 18+
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,female,Adult 18+
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,female,Adult 18+
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,female,Adult 18+
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,male,Adult 18+
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,male,Adult 18+
15-May-23,New Mexico,Farmington,700 block of N Dustin Ave,female,Adult 18+
14-May-23,New Mexico,Albuquerque,8516 Central Ave SE,male,Adult 18+
13-May-23,New Mexico,Albuquerque,John St SE,male,Adult 18+
12-May-23,New Mexico,Santa Fe,155 Calle Ojo Feliz,male,Adult 18+
11-May-23,New Mexico,Albuquerque,1400 block of Dona Arcelia St SW,male,Adult 18+
11-May-23,New Mexico,Albuquerque,1400 block of Dona Arcelia St SW,male,Teen 12-17
10-May-23,New Mexico,Albuquerque,5401 Eastern Ave SE,male,Adult 18+
9-May-23,New Mexico,Las Cruces,500 block of Lujan St,male,Adult 18+
8-May-23,New Mexico,Albuquerque,4600 block of 5th St NW,male,Adult 18+
6-May-23,New Mexico,Gallup,1400 S 2nd St,male,Adult 18+
6-May-23,New Mexico,Gallup,1400 S 2nd St,male,Adult 18+
6-May-23,New Mexico,Gallup,1400 S 2nd St,male,Adult 18+
5-May-23,New Mexico,Taos,Gusdorf Pl,male,Adult 18+
5-May-23,New Mexico,Taos,Gusdorf Pl,male,Adult 18+
4-May-23,New Mexico,Las Cruces,400 block of Poplar Ave,male,Adult 18+
4-May-23,New Mexico,Las Cruces,400 block of Poplar Ave,male,Adult 18+
1-May-23,New Mexico,Hillsboro,NM-187,male,Adult 18+
30-Apr-23,New Mexico,Hobbs,Burgess St,male,Adult 18+
30-Apr-23,New Mexico,Hobbs,Burgess St,male,Adult 18+
30-Apr-23,New Mexico,Santa Fe,3458 Zafarano Dr,male,Adult 18+
29-Apr-23,New Mexico,Albuquerque,6015 Iliff Rd NW,male,Adult 18+
29-Apr-23,New Mexico,Albuquerque,6015 Iliff Rd NW,male,Adult 18+
26-Apr-23,New Mexico,Santa Fe,13 San Marcos Loop,male,Teen 12-17
25-Apr-23,New Mexico,Albuquerque,Domingo Rd NE and Charleston St NE,male,Adult 18+
24-Apr-23,New Mexico,Las Vegas,700 block of Taos St,male,Adult 18+
24-Apr-23,New Mexico,Las Vegas,700 block of Taos St,female,Adult 18+
23-Apr-23,New Mexico,Albuquerque,2425 Isleta Blvd SW,male,Adult 18+
23-Apr-23,New Mexico,Albuquerque,2425 Isleta Blvd SW,male,Teen 12-17
22-Apr-23,New Mexico,Albuquerque,5808 Zuni Rd SE,male,Adult 18+
22-Apr-23,New Mexico,Albuquerque,5808 Zuni Rd SE,male,Adult 18+
21-Apr-23,New Mexico,Albuquerque,2500 Carlisle Blvd NE,male,Teen 12-17
21-Apr-23,New Mexico,Albuquerque,2500 Carlisle Blvd NE,male,Teen 12-17
21-Apr-23,New Mexico,Albuquerque,100 block of Altez St NE,male,Adult 18+
19-Apr-23,New Mexico,Albuquerque,8100 Rainbow Blvd NW,male,Adult 18+
18-Apr-23,New Mexico,Albuquerque,13211 Central Ave NE,male,Adult 18+
16-Apr-23,New Mexico,Albuquerque,2316 Griffin Rd SW,male,Adult 18+
16-Apr-23,New Mexico,Las Cruces,3530 Foothills Rd,male,Adult 18+
16-Apr-23,New Mexico,Las Cruces,3530 Foothills Rd,male,Adult 18+
15-Apr-23,New Mexico,Albuquerque,3400  Comanche St NE,male,Adult 18+
15-Apr-23,New Mexico,Albuquerque,3400  Comanche St NE,male,Adult 18+
13-Apr-23,New Mexico,Albuquerque,7311 Glenrio Rd NW,male,Adult 18+
13-Apr-23,New Mexico,Albuquerque,1100 Old Coors Dr SW,female,Adult 18+
13-Apr-23,New Mexico,Albuquerque,1100 Old Coors Dr SW,male,Adult 18+
13-Apr-23,New Mexico,Albuquerque,1100 Old Coors Dr SW,male,Adult 18+
11-Apr-23,New Mexico,Albuquerque,400 block of Chama St SE,male,Adult 18+
11-Apr-23,New Mexico,Albuquerque,400 block of Chama St SE,male,Adult 18+
10-Apr-23,New Mexico,Clovis,1000 N Martin Luther King Jr Blvd,male,Adult 18+
10-Apr-23,New Mexico,Clovis,1000 N Martin Luther King Jr Blvd,male,Adult 18+
10-Apr-23,New Mexico,Roswell,200 block of Horton St,male,Adult 18+
10-Apr-23,New Mexico,Roswell,200 block of Horton St,male,Adult 18+
10-Apr-23,New Mexico,Roswell,200 block of Horton St,male,Adult 18+
9-Apr-23,New Mexico,Albuquerque,7900 block of Constitution Ave NE,male,Adult 18+
5-Apr-23,New Mexico,Farmington,4551 US-64,male,Adult 18+
5-Apr-23,New Mexico,Farmington,4551 US-64,male,Adult 18+
5-Apr-23,New Mexico,Rio Rancho,Western Hills Dr NE and Utah Meadow Rd NE,male,Adult 18+
5-Apr-23,New Mexico,Rio Rancho,Western Hills Dr NE and Utah Meadow Rd NE,female,Adult 18+
5-Apr-23,New Mexico,Farmington,5305 Valley View Ave,female,Adult 18+
5-Apr-23,New Mexico,Farmington,5305 Valley View Ave,male,Adult 18+
3-Apr-23,New Mexico,Albuquerque,500 block of Ortiz Dr SE,male,Adult 18+
3-Apr-23,New Mexico,Albuquerque,500 block of Ortiz Dr SE,female,Adult 18+
2-Apr-23,New Mexico,Las Cruces,Dona Ana County Rd C003,male,Adult 18+
1-Apr-23,New Mexico,Santa Teresa,5800 block of Megan St,male,Adult 18+
1-Apr-23,New Mexico,Albuquerque,2901 Carlisle Blvd NE,male,Adult 18+
1-Apr-23,New Mexico,Albuquerque,2901 Carlisle Blvd NE,male,Adult 18+
31-Mar-23,New Mexico,Albuquerque,1120 Indian School Rd NE,male,Adult 18+
31-Mar-23,New Mexico,Albuquerque,1120 Indian School Rd NE,male,Adult 18+
29-Mar-23,New Mexico,Albuquerque,4620 Glendale Pl,male,Adult 18+
29-Mar-23,New Mexico,Carlsbad,805 Hueco St,male,Adult 18+
29-Mar-23,New Mexico,Carlsbad,805 Hueco St,male,Teen 12-17
28-Mar-23,New Mexico,Espanola,322 N Riverside Dr,male,Adult 18+
28-Mar-23,New Mexico,Mora,County Rd A037,male,Adult 18+
28-Mar-23,New Mexico,Mora,County Rd A037,male,Adult 18+
25-Mar-23,New Mexico,Hobbs,N Marland Blvd and E Alameda St,male,Teen 12-17
24-Mar-23,New Mexico,Hobbs,800 block of S Thorp St,male,Adult 18+
24-Mar-23,New Mexico,Hobbs,800 block of S Thorp St,male,Adult 18+
23-Mar-23,New Mexico,Roswell,US-380,female,Adult 18+
23-Mar-23,New Mexico,Farmington,4601 E Main St,male,Unknown
23-Mar-23,New Mexico,Farmington,4601 E Main St,female,Adult 18+
20-Mar-23,New Mexico,Carlsbad,4301 National Parks Hwy,male,Adult 18+
20-Mar-23,New Mexico,Carlsbad,4301 National Parks Hwy,male,Adult 18+
19-Mar-23,New Mexico,Albuquerque,1st St NW and Indian School Rd NW,male,Adult 18+
18-Mar-23,New Mexico,Albuquerque,Alameda Blvd NW and Corrales Rd,male,Adult 18+
18-Mar-23,New Mexico,Albuquerque,300 Dorado Pl SE,male,Adult 18+
15-Mar-23,New Mexico,Hobbs,1001 E Clinton St,male,Adult 18+
15-Mar-23,New Mexico,Hobbs,1001 E Clinton St,male,Teen 12-17
14-Mar-23,New Mexico,Albuquerque,1849 Coors Blvd SW,male,Adult 18+
14-Mar-23,New Mexico,Albuquerque,1849 Coors Blvd SW,male,Adult 18+
12-Mar-23,New Mexico,Albuquerque,224 Atrisco Vista Rd,male,Adult 18+
11-Mar-23,New Mexico,Lovington,500 block of W Avenue E,male,Adult 18+
10-Mar-23,New Mexico,Portales,South Roosevelt Rd 3,male,Teen 12-17
10-Mar-23,New Mexico,Portales,South Roosevelt Rd 3,male,Teen 12-17
9-Mar-23,New Mexico,Albuquerque,2300 Arenal Rd SW,male,Teen 12-17
8-Mar-23,New Mexico,Los Lunas,1776 Emilio Lopez Rd,female,Adult 18+
7-Mar-23,New Mexico,Moriarty,305 Abrahames Rd,male,Adult 18+
7-Mar-23,New Mexico,Moriarty,305 Abrahames Rd,female,Adult 18+
6-Mar-23,New Mexico,Albuquerque,Fortuna Rd NW and Coors Blvd NW,female,Teen 12-17
5-Mar-23,New Mexico,Kirtland,6 Rd 6264,male,Adult 18+
5-Mar-23,New Mexico,Kirtland,6 Rd 6264,male,Adult 18+
5-Mar-23,New Mexico,Albuquerque,5025 Central Ave NE,male,Adult 18+
5-Mar-23,New Mexico,Albuquerque,5025 Central Ave NE,male,Unknown
5-Mar-23,New Mexico,Albuquerque,5025 Central Ave NE,male,Adult 18+
5-Mar-23,New Mexico,Albuquerque,5025 Central Ave NE,male,Adult 18+
3-Mar-23,New Mexico,Las Cruces,I-25,male,Teen 12-17
3-Mar-23,New Mexico,Las Cruces,I-25,male,Teen 12-17
3-Mar-23,New Mexico,Las Cruces,I-25,male,Teen 12-17
2-Mar-23,New Mexico,Albuquerque,9800 Central Ave SE,male,Adult 18+
2-Mar-23,New Mexico,Albuquerque,9800 Central Ave SE,male,Adult 18+
23-Feb-23,New Mexico,Sunland Park,100 block of Calle Diaz,male,Adult 18+
23-Feb-23,New Mexico,Albuquerque,1106 Griegos Rd NW,male,Adult 18+
22-Feb-23,New Mexico,Albuquerque,1800 block of Doty Ln SW,male,Adult 18+
22-Feb-23,New Mexico,Albuquerque,1800 block of Doty Ln SW,male,Teen 12-17
20-Feb-23,New Mexico,Ranchos De Taos,W Romero Rd,male,Adult 18+
20-Feb-23,New Mexico,Ranchos De Taos,W Romero Rd,male,Adult 18+
19-Feb-23,New Mexico,Albuquerque,5327 Montgomery Blvd NE,male,Adult 18+
19-Feb-23,New Mexico,Albuquerque,5327 Montgomery Blvd NE,female,Adult 18+
18-Feb-23,New Mexico,Belen,15th St and Reinken Ave,male,Adult 18+
18-Feb-23,New Mexico,Belen,15th St and Reinken Ave,male,Adult 18+
18-Feb-23,New Mexico,Belen,15th St and Reinken Ave,male,Adult 18+
17-Feb-23,New Mexico,Gallup,908 E Buena Vista Ave,male,Teen 12-17
17-Feb-23,New Mexico,Gallup,908 E Buena Vista Ave,male,Adult 18+
15-Feb-23,New Mexico,Edgewood,Stanley Rd,male,Adult 18+
15-Feb-23,New Mexico,Edgewood,Stanley Rd,female,Adult 18+
15-Feb-23,New Mexico,Santa Fe,952 Richards Ave,male,Adult 18+
14-Feb-23,New Mexico,Albuquerque,4215 Hillspire Ave NW,male,Adult 18+
14-Feb-23,New Mexico,Albuquerque,4215 Hillspire Ave NW,male,Adult 18+
11-Feb-23,New Mexico,Albuquerque,900 Juan Tabo Blvd NE,male,Adult 18+
11-Feb-23,New Mexico,Albuquerque,900 Juan Tabo Blvd NE,male,Adult 18+
11-Feb-23,New Mexico,Albuquerque,900 Juan Tabo Blvd NE,male,Adult 18+
8-Feb-23,New Mexico,Albuquerque,2200 6th St NW,male,Adult 18+
8-Feb-23,New Mexico,Albuquerque,7220 Central Ave SE,male,Adult 18+
6-Feb-23,New Mexico,Albuquerque,1500 Candelaria Rd NE,male,Adult 18+
6-Feb-23,New Mexico,Albuquerque,1500 Candelaria Rd NE,male,Adult 18+
6-Feb-23,New Mexico,Albuquerque,1500 Candelaria Rd NE,male,Adult 18+
4-Feb-23,New Mexico,Santa Fe,255 Camino Alire,male,Teen 12-17
4-Feb-23,New Mexico,Santa Fe,255 Camino Alire,male,Adult 18+
4-Feb-23,New Mexico,Alamogordo,1100 block of Greenwood Ln,male,Adult 18+
1-Feb-23,New Mexico,Lovington,1000 block of S Chavez St,male,Adult 18+
1-Feb-23,New Mexico,Lovington,1000 block of S Chavez St,male,Adult 18+
31-Jan-23,New Mexico,Rio Rancho,4515 Arrowhead Ridge Dr SE,male,Adult 18+
30-Jan-23,New Mexico,Pecos,Camino Real Rd,male,Adult 18+
30-Jan-23,New Mexico,Pecos,Camino Real Rd,male,Adult 18+
30-Jan-23,New Mexico,Ponderosa,Salazar Ln,male,Adult 18+
30-Jan-23,New Mexico,Ponderosa,Salazar Ln,male,Adult 18+
30-Jan-23,New Mexico,Albuquerque,Val Verde Dr SW,male,Adult 18+
30-Jan-23,New Mexico,Albuquerque,Val Verde Dr SW,male,Adult 18+
29-Jan-23,New Mexico,Carlsbad,200 block of Mora St,male,Adult 18+
29-Jan-23,New Mexico,Alamogordo,2800 block of E 10th St,male,Adult 18+
27-Jan-23,New Mexico,Albuquerque,224 Atrisco Vista Blvd SW,male,Teen 12-17
27-Jan-23,New Mexico,Albuquerque,224 Atrisco Vista Blvd SW,male,Teen 12-17
27-Jan-23,New Mexico,Albuquerque,224 Atrisco Vista Blvd SW,male,Teen 12-17
27-Jan-23,New Mexico,Albuquerque,224 Atrisco Vista Blvd SW,female,Teen 12-17
27-Jan-23,New Mexico,Albuquerque,224 Atrisco Vista Blvd SW,female,Teen 12-17
25-Jan-23,New Mexico,Albuquerque,Central Ave SE and San Pedro Dr SE,female,Adult 18+
25-Jan-23,New Mexico,Albuquerque,Central Ave SE and San Pedro Dr SE,male,Adult 18+
25-Jan-23,New Mexico,Albuquerque,Central Ave SE and San Pedro Dr SE,male,Adult 18+
25-Jan-23,New Mexico,Albuquerque,Central Ave SE and San Pedro Dr SE,female,Adult 18+
25-Jan-23,New Mexico,Albuquerque,Central Ave SE and San Pedro Dr SE,female,Adult 18+
25-Jan-23,New Mexico,Albuquerque,Mesilla St NE and Central Ave SE,male,Adult 18+
25-Jan-23,New Mexico,Las Cruces,400 block of  E Lucero Ave,male,Adult 18+
25-Jan-23,New Mexico,Las Cruces,400 block of  E Lucero Ave,male,Adult 18+
25-Jan-23,New Mexico,Las Cruces,400 block of  E Lucero Ave,female,Adult 18+
23-Jan-23,New Mexico,Roswell,1400 W 2nd St,male,Adult 18+
23-Jan-23,New Mexico,Roswell,1400 W 2nd St,female,Adult 18+
23-Jan-23,New Mexico,Santa Fe,Co Rd 56C,male,Adult 18+
23-Jan-23,New Mexico,Santa Fe,Co Rd 56C,male,Adult 18+
23-Jan-23,New Mexico,Santa Fe,Co Rd 56C,male,Teen 12-17
21-Jan-23,New Mexico,Albuquerque,13201 Lomas Blvd NE,male,Adult 18+
21-Jan-23,New Mexico,Albuquerque,13201 Lomas Blvd NE,male,Adult 18+
21-Jan-23,New Mexico,Albuquerque,7900 Bell Ave SE,female,Adult 18+
21-Jan-23,New Mexico,Albuquerque,7900 Bell Ave SE,female,Adult 18+
20-Jan-23,New Mexico,Taos,224 Paseo Del Pueblo Sur,male,Adult 18+
16-Jan-23,New Mexico,Albuquerque,600 block of Nowicki SW,male,Adult 18+
15-Jan-23,New Mexico,Taos,1397 Weimer Rd,male,Adult 18+
13-Jan-23,New Mexico,Roswell,4200 E Pine Lodge Rd,male,Adult 18+
12-Jan-23,New Mexico,Alamogordo,N White Sands Blvd and US-82,male,Adult 18+
11-Jan-23,New Mexico,Hobbs,2200 block of E Dunn St,male,Adult 18+
11-Jan-23,New Mexico,Hobbs,2200 block of E Dunn St,male,Adult 18+
10-Jan-23,New Mexico,Albuquerque,6701 Fortuna Rd NW,male,Teen 12-17
10-Jan-23,New Mexico,Albuquerque,6900 Zuni Rd SE,male,Adult 18+
10-Jan-23,New Mexico,Albuquerque,Grand Ave NE and Ortiz Dr NE,male,Adult 18+
10-Jan-23,New Mexico,Albuquerque,304 Indiana St SE,male,Adult 18+
9-Jan-23,New Mexico,Albuquerque,1800 Central Ave SE,male,Teen 12-17
9-Jan-23,New Mexico,Albuquerque,1800 Central Ave SE,male,Teen 12-17
8-Jan-23,New Mexico,Clovis,3108 Las Palomas Rd,male,Adult 18+
8-Jan-23,New Mexico,Clovis,3108 Las Palomas Rd,male,Adult 18+
6-Jan-23,New Mexico,Roswell,1200 block of S Michigan Ave,male,Adult 18+
6-Jan-23,New Mexico,Las Cruces,900 block of Lees Dr,male,Adult 18+
6-Jan-23,New Mexico,Las Cruces,900 block of Lees Dr,male,Adult 18+
5-Jan-23,New Mexico,Lordsburg,26 Pipeline Rd,male,Adult 18+
5-Jan-23,New Mexico,Lordsburg,26 Pipeline Rd,male,Adult 18+
4-Jan-23,New Mexico,Los Alamos,3536 Pueblo Dr,male,Adult 18+
4-Jan-23,New Mexico,Los Alamos,3536 Pueblo Dr,female,Adult 18+
4-Jan-23,New Mexico,Roswell,500 W Hobbs St,male,Teen 12-17
3-Jan-23,New Mexico,Albuquerque,9132 Suncrest Rd SW,male,Adult 18+
3-Jan-23,New Mexico,Albuquerque,9132 Suncrest Rd SW,male,Adult 18+
3-Jan-23,New Mexico,Albuquerque,9132 Suncrest Rd SW,male,Adult 18+
1-Jan-23,New Mexico,Clovis,2117 Northglen Dr,male,Adult 18+
1-Jan-23,New Mexico,Clovis,2117 Northglen Dr,male,Adult 18+
1-Jan-23,New Mexico,Chimayo,Co Rd 93,male,Adult 18+
1-Jan-23,New Mexico,Chimayo,Co Rd 93,male,Adult 18+
1-Jan-23,New Mexico,Albuquerque,7817 Central Ave,male,Adult 18+
1-Jan-23,New Mexico,Albuquerque,7817 Central Ave,male,Adult 18+
31-Dec-22,New Mexico,Gamerco,702 Pillar Ave,male,Adult 18+
31-Dec-22,New Mexico,Gamerco,702 Pillar Ave,male,Unknown
30-Dec-22,New Mexico,Santa Fe,2911 Rufina St,male,Adult 18+
30-Dec-22,New Mexico,Santa Fe,2911 Rufina St,male,Adult 18+
30-Dec-22,New Mexico,Roswell,2700 W 2nd St,male,Adult 18+
30-Dec-22,New Mexico,Roswell,2700 W 2nd St,male,Adult 18+
29-Dec-22,New Mexico,Albuquerque,1404 Betts St NE,male,Adult 18+
27-Dec-22,New Mexico,Albuquerque,Central Ave SE and Louisiana Blvd SE,female,Adult 18+
27-Dec-22,New Mexico,Albuquerque,Central Ave SE and Louisiana Blvd SE,female,Adult 18+
22-Dec-22,New Mexico,Albuquerque,6001 Osuna Rd NE,male,Adult 18+
21-Dec-22,New Mexico,Albuquerque,1400 block of 3rd St,male,Adult 18+
21-Dec-22,New Mexico,Albuquerque,1400 block of 3rd St,male,Adult 18+
21-Dec-22,New Mexico,Albuquerque,1400 block of 3rd St,male,Adult 18+
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,male,Adult 18+
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,male,Teen 12-17
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,male,Teen 12-17
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,male,Adult 18+
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,male,Adult 18+
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,female,Adult 18+
18-Dec-22,New Mexico,Albuquerque,5205 La Bajada Rd NW,male,Teen 12-17
17-Dec-22,New Mexico,Albuquerque,1100 block of Coal Ave NW,male,Adult 18+
17-Dec-22,New Mexico,Albuquerque,1100 block of Coal Ave NW,male,Teen 12-17
16-Dec-22,New Mexico,Clovis,Curry Rd K and Curry Rd 8,male,Adult 18+
16-Dec-22,New Mexico,Clovis,Curry Rd K and Curry Rd 8,male,Adult 18+
14-Dec-22,New Mexico,Farmington,US-64 and Andrea Dr,male,Adult 18+
14-Dec-22,New Mexico,Albuquerque,6701 Fortuna Rd NW,male,Teen 12-17
11-Dec-22,New Mexico,Albuquerque,3555 7th St NW,male,Adult 18+
11-Dec-22,New Mexico,Albuquerque,3555 7th St NW,male,Adult 18+
11-Dec-22,New Mexico,Albuquerque,3555 7th St NW,male,Adult 18+
9-Dec-22,New Mexico,Rio Rancho,4200 block of  North Pole Loop NE,male,Adult 18+
9-Dec-22,New Mexico,Rio Rancho,4200 block of  North Pole Loop NE,male,Adult 18+
9-Dec-22,New Mexico,Roswell,400 block of E Albuquerque St,male,Teen 12-17
9-Dec-22,New Mexico,Roswell,400 block of E Albuquerque St,male,Adult 18+
7-Dec-22,New Mexico,Gallup,US-491,male,Adult 18+
7-Dec-22,New Mexico,Gallup,US-491,male,Adult 18+
7-Dec-22,New Mexico,Gallup,US-491,male,Adult 18+
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,male,Adult 18+
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,male,Adult 18+
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,male,Adult 18+
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,male,Adult 18+
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,male,Adult 18+
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,male,Adult 18+
6-Dec-22,New Mexico,Santa Fe,6817 Sunset Cir,male,Adult 18+
5-Dec-22,New Mexico,Las Cruces,1900 W Picacho Ave,male,Adult 18+
5-Dec-22,New Mexico,Clovis,1055 Fowler Ave,male,Teen 12-17
5-Dec-22,New Mexico,Clovis,1055 Fowler Ave,male,Teen 12-17
4-Dec-22,New Mexico,Albuquerque,1517 Cornell Dr SE,male,Adult 18+
4-Dec-22,New Mexico,Albuquerque,1517 Cornell Dr SE,male,Adult 18+
4-Dec-22,New Mexico,Albuquerque,1517 Cornell Dr SE,male,Adult 18+
3-Dec-22,New Mexico,Albuquerque,Montano Rd NW and Rio Grande Blvd NW,male,Adult 18+
3-Dec-22,New Mexico,Albuquerque,Montano Rd NW and Rio Grande Blvd NW,male,Adult 18+
1-Dec-22,New Mexico,Albuquerque,9911 Avalon Rd NW,male,Adult 18+
1-Dec-22,New Mexico,Albuquerque,9911 Avalon Rd NW,male,Adult 18+
27-Nov-22,New Mexico,Santa Fe (Agua Fria),Camino Vista Aurora,male,Adult 18+
27-Nov-22,New Mexico,Albuquerque,6507 Cochiti Rd SE,male,Adult 18+
26-Nov-22,New Mexico,Las Vegas,510 S Grand Ave,male,Adult 18+
26-Nov-22,New Mexico,Las Vegas,510 S Grand Ave,male,Adult 18+
25-Nov-22,New Mexico,Albuquerque,2200 block of Odessa Ct SW,male,Adult 18+
25-Nov-22,New Mexico,Albuquerque (Los Ranchos De Albuquerque),820 Ranchitos Rd NW,male,Adult 18+
25-Nov-22,New Mexico,Albuquerque (Los Ranchos De Albuquerque),820 Ranchitos Rd NW,female,Adult 18+
23-Nov-22,New Mexico,Albuquerque,7303 Montgomery Blvd NE,male,Adult 18+
23-Nov-22,New Mexico,Albuquerque,7303 Montgomery Blvd NE,male,Adult 18+
23-Nov-22,New Mexico,Albuquerque,San Pedro Dr NE and Copper Ave NE,male,Adult 18+
22-Nov-22,New Mexico,Albuquerque,4676 Commerce Dr NE,male,Adult 18+
22-Nov-22,New Mexico,Espanola,125 B Calle del Sol,male,Adult 18+
19-Nov-22,New Mexico,Albuquerque,Redondo E Dr NE and Redondo Ct NE,male,Adult 18+
19-Nov-22,New Mexico,Albuquerque,Redondo E Dr NE and Redondo Ct NE,male,Adult 18+
18-Nov-22,New Mexico,Hobbs,200 block of E Carter Ln,female,Adult 18+
18-Nov-22,New Mexico,Hobbs,200 block of E Carter Ln,male,Adult 18+
18-Nov-22,New Mexico,Hobbs,200 block of E Carter Ln,male,Adult 18+
17-Nov-22,New Mexico,Albuquerque,4016 Louisiana Blvd NE,male,Adult 18+
14-Nov-22,New Mexico,Santa Fe,2300 block of Camino Capitan,male,Adult 18+
14-Nov-22,New Mexico,Santa Fe,2300 block of Camino Capitan,male,Adult 18+
10-Nov-22,New Mexico,Albuquerque,400 Roma Ave NW,male,Adult 18+
