Incident Date,State,City Or County,Address,Participant Gender,Participant Age Group
31-May-22,New Mexico,Roswell,700 block of E 3rd St,male,Adult 18+
31-May-22,New Mexico,Albuquerque,910 8th St NW,male,Adult 18+
31-May-22,New Mexico,Albuquerque,910 8th St NW,female,Adult 18+
31-May-22,New Mexico,Albuquerque,910 8th St NW,male,Adult 18+
28-May-22,New Mexico,Tucumcari,4774 Quay County Rd 63,male,Adult 18+
28-May-22,New Mexico,Tucumcari,4774 Quay County Rd 63,male,Adult 18+
24-May-22,New Mexico,Las Cruces,3815 S Main St,male,Adult 18+
24-May-22,New Mexico,Las Cruces,3815 S Main St,male,Adult 18+
23-May-22,New Mexico,Lovington,700 block of S 5th St,male,Adult 18+
23-May-22,New Mexico,Lovington,700 block of S 5th St,female,Adult 18+
22-May-22,New Mexico,Albuquerque,12901 Central Ave NE,male,Adult 18+
22-May-22,New Mexico,Albuquerque,12901 Central Ave NE,male,Adult 18+
21-May-22,New Mexico,Las Cruces,Chivalry Ln,male,Adult 18+
20-May-22,New Mexico,Albuquerque,710 Dan Ave SE,male,Adult 18+
20-May-22,New Mexico,Albuquerque,710 Dan Ave SE,male,Adult 18+
20-May-22,New Mexico,Roswell,400 block of E Forest St,male,Adult 18+
20-May-22,New Mexico,Los Lunas,2500 Main St NE,male,Adult 18+
20-May-22,New Mexico,Los Lunas,2500 Main St NE,male,Teen 12-17
20-May-22,New Mexico,Hobbs,3100 block of E Stanolind Rd,female,Adult 18+
20-May-22,New Mexico,Hobbs,3100 block of E Stanolind Rd,male,Teen 12-17
20-May-22,New Mexico,Hobbs,3100 block of E Stanolind Rd,male,Child 0-11
18-May-22,New Mexico,Santa Fe,Cerrillos Rd and Maez Rd,male,Adult 18+
16-May-22,New Mexico,Cuba,NM-197,male,Teen 12-17
16-May-22,New Mexico,Cuba,NM-197,male,Adult 18+
15-May-22,New Mexico,Malaga,Longhorn Rd,male,Adult 18+
15-May-22,New Mexico,Malaga,Longhorn Rd,male,Adult 18+
15-May-22,New Mexico,Albuquerque,General Patch St NE and Chico Rd NE,male,Adult 18+
15-May-22,New Mexico,Albuquerque,General Patch St NE and Chico Rd NE,male,Unknown
14-May-22,New Mexico,Chama,1750 Dr,male,Adult 18+
14-May-22,New Mexico,Chama,1750 Dr,male,Adult 18+
12-May-22,New Mexico,Las Cruces,2301 El Camino Real Rd,male,Adult 18+
12-May-22,New Mexico,Las Cruces,2301 El Camino Real Rd,male,Adult 18+
12-May-22,New Mexico,Albuquerque,5201 Central Ave NE,male,Adult 18+
12-May-22,New Mexico,Albuquerque,5201 Central Ave NE,male,Adult 18+
11-May-22,New Mexico,Clovis,900 block of Edwards St,male,Adult 18+
11-May-22,New Mexico,Clovis,900 block of Edwards St,male,Adult 18+
11-May-22,New Mexico,Albuquerque,800 block of Cardenas Dr,male,Adult 18+
11-May-22,New Mexico,Albuquerque,800 block of Cardenas Dr,male,Teen 12-17
10-May-22,New Mexico,Albuquerque,4300 Montano Rd NW,male,Adult 18+
10-May-22,New Mexico,Albuquerque,4300 Montano Rd NW,male,Adult 18+
10-May-22,New Mexico,Gallup,602 Dani Dr,male,Adult 18+
10-May-22,New Mexico,Gallup,602 Dani Dr,male,Adult 18+
9-May-22,New Mexico,Albuquerque,3100 block of Ortiz Dr NE,male,Adult 18+
9-May-22,New Mexico,Albuquerque,3100 block of Ortiz Dr NE,female,Adult 18+
8-May-22,New Mexico,Albuquerque,7817 Central Ave NE,male,Adult 18+
8-May-22,New Mexico,Albuquerque,7817 Central Ave NE,male,Adult 18+
8-May-22,New Mexico,Albuquerque,7817 Central Ave NE,male,Adult 18+
8-May-22,New Mexico,Albuquerque,7817 Central Ave NE,male,Adult 18+
8-May-22,New Mexico,Albuquerque,7817 Central Ave NE,male,Adult 18+
8-May-22,New Mexico,Albuquerque,10254 Coors Bypass NW,female,Adult 18+
8-May-22,New Mexico,Albuquerque,10254 Coors Bypass NW,male,Teen 12-17
8-May-22,New Mexico,Albuquerque,10254 Coors Bypass NW,male,Adult 18+
7-May-22,New Mexico,Albuquerque,8601 Central Ave NE,male,Adult 18+
7-May-22,New Mexico,Albuquerque,119 Richmond Dr SE,male,Adult 18+
6-May-22,New Mexico,Clovis,500 block of Ross St,male,Adult 18+
5-May-22,New Mexico,Albuquerque,Garcia St and Buena Ventura Rd,male,Adult 18+
5-May-22,New Mexico,Albuquerque,Garcia St and Buena Ventura Rd,male,Adult 18+
4-May-22,New Mexico,Albuquerque,12224 Vienna Dr NE,male,Adult 18+
4-May-22,New Mexico,Albuquerque,12224 Vienna Dr NE,male,Adult 18+
1-May-22,New Mexico,Albuquerque,Tahiti St and Morenci Ave,female,Adult 18+
1-May-22,New Mexico,Albuquerque,Tahiti St and Morenci Ave,male,Adult 18+
1-May-22,New Mexico,Albuquerque,Tahiti St and Morenci Ave,male,Adult 18+
1-May-22,New Mexico,El Prado,Fresquez Rd,male,Adult 18+
1-May-22,New Mexico,El Prado,Fresquez Rd,female,Adult 18+
30-Apr-22,New Mexico,Las Vegas,1100 block of Grand Ave,male,Adult 18+
30-Apr-22,New Mexico,Las Vegas,1100 block of Grand Ave,male,Adult 18+
30-Apr-22,New Mexico,Las Vegas,1100 block of Grand Ave,female,Adult 18+
30-Apr-22,New Mexico,Albuquerque,1200 block of Girard Blvd NE,male,Adult 18+
30-Apr-22,New Mexico,Albuquerque,1200 block of Girard Blvd NE,male,Adult 18+
30-Apr-22,New Mexico,Albuquerque,1200 block of Girard Blvd NE,female,Adult 18+
29-Apr-22,New Mexico,Albuquerque,5151 Lang Ave NE,male,Adult 18+
28-Apr-22,New Mexico,Alamogordo,Travis Ct and Travis Ave,male,Adult 18+
28-Apr-22,New Mexico,Alamogordo,Travis Ct and Travis Ave,male,Adult 18+
28-Apr-22,New Mexico,Alamogordo,Travis Ct and Travis Ave,male,Adult 18+
28-Apr-22,New Mexico,Alamogordo,Travis Ct and Travis Ave,male,Teen 12-17
28-Apr-22,New Mexico,Alamogordo,Travis Ct and Travis Ave,male,Teen 12-17
28-Apr-22,New Mexico,Albuquerque,139 Tennessee St,male,Adult 18+
28-Apr-22,New Mexico,Albuquerque,139 Tennessee St,male,Adult 18+
28-Apr-22,New Mexico,Albuquerque,139 Tennessee St,male,Adult 18+
26-Apr-22,New Mexico,Portales,900 block of W 16th St,male,Adult 18+
26-Apr-22,New Mexico,Portales,900 block of W 16th St,male,Adult 18+
19-Apr-22,New Mexico,Roswell,1300 block of S Adams Ave,male,Adult 18+
19-Apr-22,New Mexico,Roswell,1300 block of S Adams Ave,male,Teen 12-17
18-Apr-22,New Mexico,Las Cruces,Bex St and Desert Rose Ct,male,Adult 18+
17-Apr-22,New Mexico,Las Cruces,1450 N Solano Dr,male,Adult 18+
17-Apr-22,New Mexico,Las Cruces,1450 N Solano Dr,male,Adult 18+
17-Apr-22,New Mexico,Las Cruces,1450 N Solano Dr,male,Adult 18+
16-Apr-22,New Mexico,Roswell,1101 W 4th St,male,Teen 12-17
16-Apr-22,New Mexico,Roswell,1101 W 4th St,male,Teen 12-17
16-Apr-22,New Mexico,Roswell,1101 W 4th St,male,Teen 12-17
16-Apr-22,New Mexico,Roswell,1101 W 4th St,male,Teen 12-17
16-Apr-22,New Mexico,Roswell,1101 W 4th St,male,Teen 12-17
16-Apr-22,New Mexico,Roswell,1101 W 4th St,male,Teen 12-17
16-Apr-22,New Mexico,Las Cruces,800 block of Fir Ave,female,Adult 18+
16-Apr-22,New Mexico,Farmington,1200 block of Randolph Ave,male,Adult 18+
16-Apr-22,New Mexico,Farmington,1200 block of Randolph Ave,male,Adult 18+
16-Apr-22,New Mexico,Prewitt,I-40,male,Adult 18+
15-Apr-22,New Mexico,Albuquerque,2720 San Mateo Blvd NE,male,Adult 18+
14-Apr-22,New Mexico,Albuquerque,2300 Arenal Rd SW,male,Adult 18+
12-Apr-22,New Mexico,Albuquerque,13141 Central Ave NE,male,Adult 18+
12-Apr-22,New Mexico,Albuquerque,13601 Copper Ave NE,male,Adult 18+
12-Apr-22,New Mexico,Albuquerque,13601 Copper Ave NE,male,Adult 18+
12-Apr-22,New Mexico,Albuquerque,13601 Copper Ave NE,male,Adult 18+
11-Apr-22,New Mexico,Albuquerque,1800 Tingley Beach Dr SW,female,Adult 18+
9-Apr-22,New Mexico,Farmington,Yucca Ave and Sage Dr,male,Adult 18+
6-Apr-22,New Mexico,Clovis,1300 N Oak St,male,Adult 18+
6-Apr-22,New Mexico,Clovis,1300 N Oak St,male,Adult 18+
6-Apr-22,New Mexico,Clovis,1300 N Oak St,male,Teen 12-17
6-Apr-22,New Mexico,Clovis,1300 N Oak St,male,Teen 12-17
6-Apr-22,New Mexico,Albuquerque,Eubank Blvd NE and Spain Rd NE,male,Adult 18+
3-Apr-22,New Mexico,Albuquerque,400 block of Central Ave SW,male,Adult 18+
3-Apr-22,New Mexico,Albuquerque,400 block of Central Ave SW,male,Adult 18+
3-Apr-22,New Mexico,Albuquerque,400 block of Central Ave SW,male,Adult 18+
1-Apr-22,New Mexico,Albuquerque,Lopez Rd SW and Arenal Rd SW,male,Adult 18+
31-Mar-22,New Mexico,El Prado,Straight Arrow Rd,male,Adult 18+
31-Mar-22,New Mexico,El Prado,Straight Arrow Rd,male,Adult 18+
29-Mar-22,New Mexico,Albuquerque,1520 Candelaria Rd NE,male,Adult 18+
29-Mar-22,New Mexico,Albuquerque,1520 Candelaria Rd NE,male,Adult 18+
28-Mar-22,New Mexico,Albuquerque,800 Avenida Cesar Chavez SE,female,Teen 12-17
28-Mar-22,New Mexico,Albuquerque,800 Avenida Cesar Chavez SE,female,Adult 18+
28-Mar-22,New Mexico,Albuquerque,800 Avenida Cesar Chavez SE,male,Adult 18+
28-Mar-22,New Mexico,Albuquerque,800 Avenida Cesar Chavez SE,male,Adult 18+
27-Mar-22,New Mexico,Clovis,500 block of Hinkle St,male,Adult 18+
27-Mar-22,New Mexico,Clovis,500 block of Hinkle St,male,Adult 18+
27-Mar-22,New Mexico,Lake Arthur,100 block of E Jackson Rd,male,Adult 18+
26-Mar-22,New Mexico,Roswell,1600 N Sycamore Ave,male,Teen 12-17
26-Mar-22,New Mexico,Roswell,1600 N Sycamore Ave,male,Adult 18+
25-Mar-22,New Mexico,Albuquerque,3737 Princeton Dr NE,female,Adult 18+
25-Mar-22,New Mexico,Albuquerque,3737 Princeton Dr NE,female,Teen 12-17
25-Mar-22,New Mexico,Albuquerque,3737 Princeton Dr NE,male,Teen 12-17
25-Mar-22,New Mexico,Albuquerque,3737 Princeton Dr NE,male,Teen 12-17
25-Mar-22,New Mexico,Albuquerque,3737 Princeton Dr NE,male,Adult 18+
25-Mar-22,New Mexico,Albuquerque,3737 Princeton Dr NE,female,Adult 18+
23-Mar-22,New Mexico,Clovis,100 block of E 2nd St,female,Adult 18+
23-Mar-22,New Mexico,Clovis,100 block of E 2nd St,male,Adult 18+
21-Mar-22,New Mexico,Artesia,N Sundown Trl,male,Adult 18+
21-Mar-22,New Mexico,Artesia,N Sundown Trl,male,Adult 18+
19-Mar-22,New Mexico,Albuquerque,13400 Wenonah Ave SE,male,Adult 18+
18-Mar-22,New Mexico,Albuquerque,Barcelona Rd and Coors Blvd SW,male,Adult 18+
16-Mar-22,New Mexico,Silver City,Silver Heights Blvd and N Bennett St,male,Adult 18+
16-Mar-22,New Mexico,Silver City,Silver Heights Blvd and N Bennett St,male,Adult 18+
16-Mar-22,New Mexico,Silver City,Silver Heights Blvd and N Bennett St,male,Adult 18+
16-Mar-22,New Mexico,Silver City,Silver Heights Blvd and N Bennett St,male,Adult 18+
15-Mar-22,New Mexico,Albuquerque,14500 Central Ave SW,male,Adult 18+
14-Mar-22,New Mexico,Albuquerque,13000 block of Montgomery Blvd NE,female,Adult 18+
14-Mar-22,New Mexico,Albuquerque,13000 block of Montgomery Blvd NE,female,Teen 12-17
14-Mar-22,New Mexico,Albuquerque,13000 block of Montgomery Blvd NE,male,Adult 18+
14-Mar-22,New Mexico,Albuquerque,13000 block of Montgomery Blvd NE,male,Adult 18+
12-Mar-22,New Mexico,Anthony,300 block of Los Traques St,male,Adult 18+
12-Mar-22,New Mexico,Anthony,300 block of Los Traques St,male,Adult 18+
12-Mar-22,New Mexico,Santa Fe,200 block of La Joya St,male,Adult 18+
8-Mar-22,New Mexico,Rio Rancho,1200 block of Mirador Loop NE,female,Adult 18+
8-Mar-22,New Mexico,Rio Rancho,1200 block of Mirador Loop NE,male,Teen 12-17
7-Mar-22,New Mexico,Santa Fe,St Michaels Dr and Cerrillos Rd,male,Adult 18+
7-Mar-22,New Mexico,Santa Fe,St Michaels Dr and Cerrillos Rd,male,Adult 18+
5-Mar-22,New Mexico,Albuquerque,8009 Krim Ave NE,male,Adult 18+
5-Mar-22,New Mexico,Albuquerque,8009 Krim Ave NE,male,Adult 18+
4-Mar-22,New Mexico,Albuquerque,420 Hannett Ave NE,male,Teen 12-17
4-Mar-22,New Mexico,Albuquerque,420 Hannett Ave NE,male,Unknown
4-Mar-22,New Mexico,Albuquerque,420 Hannett Ave NE,male,Teen 12-17
4-Mar-22,New Mexico,Albuquerque,6th St SW and Gold Ave SW,male,Teen 12-17
4-Mar-22,New Mexico,Albuquerque,6th St SW and Gold Ave SW,male,Teen 12-17
4-Mar-22,New Mexico,Albuquerque,6th St SW and Gold Ave SW,female,Adult 18+
4-Mar-22,New Mexico,Las Cruces,700 block of Shannon St,female,Adult 18+
4-Mar-22,New Mexico,Las Cruces,700 block of Shannon St,male,Adult 18+
28-Feb-22,New Mexico,Bernalillo,712 Camino Del Pueblo,male,Adult 18+
28-Feb-22,New Mexico,Bernalillo,712 Camino Del Pueblo,male,Adult 18+
26-Feb-22,New Mexico,Albuquerque,Rio Puerco Trail SW and Delgado Dr SW,male,Teen 12-17
26-Feb-22,New Mexico,Albuquerque,Rio Puerco Trail SW and Delgado Dr SW,male,Adult 18+
25-Feb-22,New Mexico,Albuquerque,1st St NW and Tijeras Ave NW,male,Adult 18+
25-Feb-22,New Mexico,Belen,I-25,male,Adult 18+
25-Feb-22,New Mexico,Las Cruces,Windmill Rd and Del Ray Blvd,male,Adult 18+
25-Feb-22,New Mexico,Albuquerque,6701 Fortuna Rd NW,male,Teen 12-17
25-Feb-22,New Mexico,Albuquerque,6701 Fortuna Rd NW,male,Teen 12-17
24-Feb-22,New Mexico,Albuquerque,6th St SW and Gold Ave SW,male,Adult 18+
24-Feb-22,New Mexico,Albuquerque,6th St SW and Gold Ave SW,male,Adult 18+
24-Feb-22,New Mexico,Edgewood,Co Rd A102 and Monica Ln,male,Adult 18+
23-Feb-22,New Mexico,Albuquerque,1734 Juan Tabo Blvd NE,male,Adult 18+
23-Feb-22,New Mexico,Albuquerque,1734 Juan Tabo Blvd NE,male,Adult 18+
23-Feb-22,New Mexico,Las Cruces,2230 Dona Ana Rd,male,Adult 18+
23-Feb-22,New Mexico,Las Cruces,2230 Dona Ana Rd,female,Adult 18+
23-Feb-22,New Mexico,Hobbs,1832 N Turner St,male,Adult 18+
23-Feb-22,New Mexico,Hobbs,1832 N Turner St,female,Adult 18+
22-Feb-22,New Mexico,Albuquerque,Central Ave SW and Rio Grande Blvd SW,male,Adult 18+
20-Feb-22,New Mexico,Albuquerque,2700 block of Kathryn Ave,male,Adult 18+
20-Feb-22,New Mexico,Albuquerque,2700 block of Kathryn Ave,male,Adult 18+
19-Feb-22,New Mexico,Roswell,900 block of S Caminisito St,female,Adult 18+
19-Feb-22,New Mexico,Roswell,900 block of S Caminisito St,female,Adult 18+
19-Feb-22,New Mexico,Albuquerque,1 Central Ave NW,male,Adult 18+
19-Feb-22,New Mexico,Albuquerque,1 Central Ave NW,male,Adult 18+
19-Feb-22,New Mexico,Albuquerque,1 Central Ave NW,male,Adult 18+
18-Feb-22,New Mexico,Santa Cruz,NM-76,male,Adult 18+
18-Feb-22,New Mexico,Santa Cruz,NM-76,male,Adult 18+
18-Feb-22,New Mexico,Albuquerque,57th St NW and Iliff Road NW,male,Adult 18+
16-Feb-22,New Mexico,Albuquerque,2600 block of Granada Rd SW,female,Adult 18+
16-Feb-22,New Mexico,Albuquerque,2600 block of Granada Rd SW,male,Adult 18+
15-Feb-22,New Mexico,Albuquerque,475 Coors Blvd NW,female,Adult 18+
15-Feb-22,New Mexico,Albuquerque,475 Coors Blvd NW,male,Adult 18+
15-Feb-22,New Mexico,Hobbs,1524 Yeso Pl,male,Adult 18+
14-Feb-22,New Mexico,Edgewood,200 block of Skyline Dr,male,Adult 18+
12-Feb-22,New Mexico,Albuquerque,5328 Montgomery Blvd NE,male,Adult 18+
12-Feb-22,New Mexico,Albuquerque,5328 Montgomery Blvd NE,male,Unknown
11-Feb-22,New Mexico,Tijeras,US-66 and Sedillo Hill Rd,female,Adult 18+
11-Feb-22,New Mexico,Tijeras,US-66 and Sedillo Hill Rd,male,Adult 18+
11-Feb-22,New Mexico,Tijeras,US-66 and Sedillo Hill Rd,male,Adult 18+
7-Feb-22,New Mexico,Gallup,500 block of Clark St,male,Adult 18+
7-Feb-22,New Mexico,Gallup,500 block of Clark St,male,Adult 18+
5-Feb-22,New Mexico,Las Cruces,1900 block of Gladys Dr,male,Adult 18+
5-Feb-22,New Mexico,Las Cruces,1900 block of Gladys Dr,male,Adult 18+
5-Feb-22,New Mexico,Las Cruces,1900 block of Gladys Dr,male,Teen 12-17
5-Feb-22,New Mexico,Las Cruces,1900 block of Gladys Dr,male,Teen 12-17
1-Feb-22,New Mexico,Albuquerque,2700 4th St NW,male,Adult 18+
30-Jan-22,New Mexico,Albuquerque,2300 Diamond Mesa Trl SW,male,Adult 18+
29-Jan-22,New Mexico,Las Cruces,200 block of Turquoise Loop,male,Adult 18+
29-Jan-22,New Mexico,Las Cruces,200 block of Turquoise Loop,male,Adult 18+
29-Jan-22,New Mexico,Las Cruces,200 block of Turquoise Loop,male,Adult 18+
28-Jan-22,New Mexico,Albuquerque,1200 Louisiana Blvd NE,male,Adult 18+
28-Jan-22,New Mexico,Albuquerque,1200 Louisiana Blvd NE,female,Adult 18+
28-Jan-22,New Mexico,Albuquerque,1200 Louisiana Blvd NE,female,Adult 18+
28-Jan-22,New Mexico,Albuquerque,1200 Louisiana Blvd NE,male,Adult 18+
26-Jan-22,New Mexico,Las Vegas,I-25,male,Adult 18+
26-Jan-22,New Mexico,Corrales,NM-528 and Northern Blvd NE,male,Adult 18+
26-Jan-22,New Mexico,Rio Rancho,4600 block of Platinum Dr NE,male,Adult 18+
26-Jan-22,New Mexico,Albuquerque,200 block of San Clemente Ave,male,Teen 12-17
